"city","date","weekNum","case.rate","casesTminus1.rate","casesTminus2.rate","testingNearMe","testingNearMeTminus1"
"Albuquerque",2020-03-01,1,0.38,NA,NA,NA,NA
"Albuquerque",2020-03-08,2,1.04,0.38,NA,NA,NA
"Albuquerque",2020-03-15,3,3.44,1.04,0.38,10,NA
"Albuquerque",2020-03-22,4,7.64,3.44,1.04,5,10
"Albuquerque",2020-03-29,5,21.4,7.64,3.44,3,5
"Albuquerque",2020-04-05,6,37.12,21.4,7.64,2,3
"Albuquerque",2020-04-12,7,25.22,37.12,21.4,2,2
"Albuquerque",2020-04-19,8,23.26,25.22,37.12,2,2
"Albuquerque",2020-04-26,9,29.37,23.26,25.22,5,2
"Albuquerque",2020-05-03,10,23.69,29.37,23.26,18,5
"Albuquerque",2020-05-10,11,20.74,23.69,29.37,8,18
"Albuquerque",2020-05-17,12,20.31,20.74,23.69,16,8
"Albuquerque",2020-05-24,13,22.16,20.31,20.74,15,16
"Albuquerque",2020-05-31,14,15.39,22.16,20.31,10,15
"Albuquerque",2020-06-07,15,15.72,15.39,22.16,10,10
"Albuquerque",2020-06-14,16,19.87,15.72,15.39,32,10
"Albuquerque",2020-06-21,17,31.77,19.87,15.72,48,32
"Albuquerque",2020-06-28,18,53.93,31.77,19.87,68,48
"Albuquerque",2020-07-05,19,71.51,53.93,31.77,37,68
"Albuquerque",2020-07-12,20,96.62,71.51,53.93,22,37
"Albuquerque",2020-07-19,21,85.92,96.62,71.51,16,22
"Albuquerque",2020-07-26,22,69.11,85.92,96.62,5,16
"Albuquerque",2020-08-02,23,41.92,69.11,85.92,8,5
"Albuquerque",2020-08-09,24,34.28,41.92,69.11,10,8
"Albuquerque",2020-08-16,25,27.95,34.28,41.92,5,10
"Albuquerque",2020-08-23,26,36.9,27.95,34.28,10,5
"Albuquerque",2020-08-30,27,22.05,36.9,27.95,5,10
"Albuquerque",2020-09-06,28,13.87,22.05,36.9,5,5
"Albuquerque",2020-09-13,29,23.36,13.87,22.05,3,5
"Albuquerque",2020-09-20,30,31.55,23.36,13.87,14,3
"Albuquerque",2020-09-27,31,55.14,31.55,23.36,25,14
"Albuquerque",2020-10-04,32,99.9,55.14,31.55,41,25
"Albuquerque",2020-10-11,33,162.57,99.9,55.14,30,41
"Albuquerque",2020-10-18,34,187.24,162.57,99.9,36,30
"Albuquerque",2020-10-25,35,210.28,187.24,162.57,50,36
"Albuquerque",2020-11-01,36,269.89,210.28,187.24,100,50
"Albuquerque",2020-11-08,37,389.99,269.89,210.28,77,100
"Albuquerque",2020-11-15,38,736.3,389.99,269.89,50,77
"Albuquerque",2020-11-22,39,705.41,736.3,389.99,48,50
"Albuquerque",2020-11-29,40,610.64,705.41,736.3,48,48
"Albuquerque",2020-12-06,41,552.77,610.64,705.41,31,48
"Albuquerque",2020-12-13,42,495.24,552.77,610.64,39,31
"Albuquerque",2020-12-20,43,334.42,495.24,552.77,29,39
"Albuquerque",2020-12-27,44,323.17,334.42,495.24,42,29
"Albuquerque",2021-01-03,45,406.91,323.17,334.42,29,42
"Albuquerque",2021-01-10,46,301.88,406.91,323.17,24,29
"Albuquerque",2021-01-17,47,212.03,301.88,406.91,15,24
"Albuquerque",2021-01-24,48,214.32,212.03,301.88,25,15
"Albuquerque",2021-01-31,49,159.29,214.32,212.03,22,25
"Albuquerque",2021-02-07,50,141.93,159.29,214.32,15,22
"Albuquerque",2021-02-14,51,90.29,141.93,159.29,9,15
"Albuquerque",2021-02-21,52,98.37,90.29,141.93,9,9
"Albuquerque",2021-02-28,53,89.2,98.37,90.29,15,9
"Albuquerque",2021-03-07,54,70.15,89.2,98.37,13,15
"Albuquerque",2021-03-14,55,70.64,70.15,89.2,NA,13
"Albuquerque",2021-03-21,56,68.89,70.64,70.15,NA,NA
"Albuquerque",2021-03-28,57,72.88,68.89,70.64,NA,NA
"Albuquerque",2021-04-04,58,65.94,72.88,68.89,NA,NA
"Albuquerque",2021-04-11,59,81.45,65.94,72.88,NA,NA
"Albuquerque",2021-04-18,60,65.51,81.45,65.94,NA,NA
"Albuquerque",2021-04-25,61,77.95,65.51,81.45,NA,NA
"Albuquerque",2021-05-02,62,75.12,77.95,65.51,NA,NA
"Albuquerque",2021-05-09,63,60.49,75.12,77.95,NA,NA
"Albuquerque",2021-05-16,64,49.24,60.49,75.12,NA,NA
"Albuquerque",2021-05-23,65,50.11,49.24,60.49,NA,NA
"Albuquerque",2021-05-30,66,29.75,50.11,49.24,NA,NA
"Albuquerque",2021-06-06,67,22.71,29.75,50.11,NA,NA
"Albuquerque",2021-06-13,68,30.13,22.71,29.75,NA,NA
"Albuquerque",2021-06-20,69,24.46,30.13,22.71,NA,NA
"Albuquerque",2021-06-27,70,18.01,24.46,30.13,NA,NA
"Albuquerque",2021-07-04,71,26.37,18.01,24.46,NA,NA
"Albuquerque",2021-07-11,72,44.11,26.37,18.01,NA,NA
"Albuquerque",2021-07-18,73,61.9,44.11,26.37,NA,NA
"Albuquerque",2021-07-25,74,87.34,61.9,44.11,NA,NA
"Albuquerque",2021-08-01,75,160.17,87.34,61.9,NA,NA
"Albuquerque",2021-08-08,76,155.14,160.17,87.34,NA,NA
"Albuquerque",2021-08-15,77,202.53,155.14,160.17,NA,NA
"Albuquerque",2021-08-22,78,210.72,202.53,155.14,NA,NA
"Albuquerque",2021-08-29,79,197.4,210.72,202.53,NA,NA
"Albuquerque",2021-09-05,80,163.17,197.4,210.72,NA,NA
"Albuquerque",2021-09-12,81,191.72,163.17,197.4,NA,NA
"Albuquerque",2021-09-19,82,169.66,191.72,163.17,NA,NA
"Albuquerque",2021-09-26,83,213.34,169.66,191.72,NA,NA
"Albuquerque",2021-10-03,84,194.34,213.34,169.66,NA,NA
"Albuquerque",2021-10-10,85,172.12,194.34,213.34,NA,NA
"Albuquerque",2021-10-17,86,189.64,172.12,194.34,NA,NA
"Albuquerque",2021-10-24,87,226,189.64,172.12,NA,NA
"Albuquerque",2021-10-31,88,270.22,226,189.64,NA,NA
"Albuquerque",2021-11-07,89,369.84,270.22,226,NA,NA
"Albuquerque",2021-11-14,90,411.39,369.84,270.22,NA,NA
"Albuquerque",2021-11-21,91,288.67,411.39,369.84,NA,NA
"Albuquerque",2021-11-28,92,588.69,288.67,411.39,NA,NA
"Albuquerque",2021-12-05,93,448.18,588.69,288.67,NA,NA
"Albuquerque",2021-12-12,94,334.42,448.18,588.69,NA,NA
"Albuquerque",2021-12-19,95,322.13,334.42,448.18,NA,NA
"Albuquerque",2021-12-26,96,358.93,322.13,334.42,NA,NA
"Albuquerque",2022-01-02,97,913.5,358.93,322.13,NA,NA
"Albuquerque",2022-01-09,98,1293.66,913.5,358.93,NA,NA
"Atlanta",2020-03-01,1,0.14,NA,NA,NA,NA
"Atlanta",2020-03-08,2,0.85,0.14,NA,NA,NA
"Atlanta",2020-03-15,3,5.28,0.85,0.14,4,NA
"Atlanta",2020-03-22,4,18.69,5.28,0.85,3,4
"Atlanta",2020-03-29,5,38.92,18.69,5.28,3,3
"Atlanta",2020-04-05,6,35.63,38.92,18.69,6,3
"Atlanta",2020-04-12,7,50.5,35.63,38.92,3,6
"Atlanta",2020-04-19,8,41.51,50.5,35.63,3,3
"Atlanta",2020-04-26,9,41.46,41.51,50.5,8,3
"Atlanta",2020-05-03,10,40.69,41.46,41.51,8,8
"Atlanta",2020-05-10,11,28.82,40.69,41.46,8,8
"Atlanta",2020-05-17,12,31.26,28.82,40.69,11,8
"Atlanta",2020-05-24,13,54.12,31.26,28.82,11,11
"Atlanta",2020-05-31,14,37.26,54.12,31.26,9,11
"Atlanta",2020-06-07,15,39.09,37.26,54.12,11,9
"Atlanta",2020-06-14,16,45.58,39.09,37.26,13,11
"Atlanta",2020-06-21,17,95.85,45.58,39.09,45,13
"Atlanta",2020-06-28,18,147.63,95.85,45.58,69,45
"Atlanta",2020-07-05,19,157.68,147.63,95.85,100,69
"Atlanta",2020-07-12,20,186.57,157.68,147.63,55,100
"Atlanta",2020-07-19,21,198.4,186.57,157.68,38,55
"Atlanta",2020-07-26,22,192.03,198.4,186.57,38,38
"Atlanta",2020-08-02,23,199.19,192.03,198.4,41,38
"Atlanta",2020-08-09,24,176.79,199.19,192.03,23,41
"Atlanta",2020-08-16,25,147.75,176.79,199.19,22,23
"Atlanta",2020-08-23,26,120.97,147.75,176.79,19,22
"Atlanta",2020-08-30,27,90.62,120.97,147.75,26,19
"Atlanta",2020-09-06,28,75.66,90.62,120.97,19,26
"Atlanta",2020-09-13,29,80.47,75.66,90.62,16,19
"Atlanta",2020-09-20,30,73.6,80.47,75.66,15,16
"Atlanta",2020-09-27,31,65.09,73.6,80.47,25,15
"Atlanta",2020-10-04,32,256.07,65.09,73.6,28,25
"Atlanta",2020-10-11,33,110.1,256.07,65.09,24,28
"Atlanta",2020-10-18,34,96.67,110.1,256.07,28,24
"Atlanta",2020-10-25,35,122.82,96.67,110.1,32,28
"Atlanta",2020-11-01,36,151.21,122.82,96.67,26,32
"Atlanta",2020-11-08,37,169.87,151.21,122.82,45,26
"Atlanta",2020-11-15,38,232.32,169.87,151.21,64,45
"Atlanta",2020-11-22,39,190.08,232.32,169.87,63,64
"Atlanta",2020-11-29,40,287.08,190.08,232.32,58,63
"Atlanta",2020-12-06,41,355.87,287.08,190.08,57,58
"Atlanta",2020-12-13,42,400.29,355.87,287.08,86,57
"Atlanta",2020-12-20,43,419.26,400.29,355.87,89,86
"Atlanta",2020-12-27,44,505.65,419.26,400.29,97,89
"Atlanta",2021-01-03,45,575.23,505.65,419.26,86,97
"Atlanta",2021-01-10,46,582.62,575.23,505.65,72,86
"Atlanta",2021-01-17,47,526.79,582.62,575.23,51,72
"Atlanta",2021-01-24,48,432.52,526.79,582.62,46,51
"Atlanta",2021-01-31,49,309.85,432.52,526.79,31,46
"Atlanta",2021-02-07,50,250.66,309.85,432.52,30,31
"Atlanta",2021-02-14,51,200.34,250.66,309.85,22,30
"Atlanta",2021-02-21,52,215.36,200.34,250.66,21,22
"Atlanta",2021-02-28,53,190.55,215.36,200.34,19,21
"Atlanta",2021-03-07,54,124.74,190.55,215.36,16,19
"Atlanta",2021-03-14,55,125.98,124.74,190.55,NA,16
"Atlanta",2021-03-21,56,127.09,125.98,124.74,NA,NA
"Atlanta",2021-03-28,57,107.58,127.09,125.98,NA,NA
"Atlanta",2021-04-04,58,104.03,107.58,127.09,NA,NA
"Atlanta",2021-04-11,59,120.18,104.03,107.58,NA,NA
"Atlanta",2021-04-18,60,101.56,120.18,104.03,NA,NA
"Atlanta",2021-04-25,61,89.75,101.56,120.18,NA,NA
"Atlanta",2021-05-02,62,84.84,89.75,101.56,NA,NA
"Atlanta",2021-05-09,63,57.61,84.84,89.75,NA,NA
"Atlanta",2021-05-16,64,44.49,57.61,84.84,NA,NA
"Atlanta",2021-05-23,65,34.74,44.49,57.61,NA,NA
"Atlanta",2021-05-30,66,24.32,34.74,44.49,NA,NA
"Atlanta",2021-06-06,67,24.47,24.32,34.74,NA,NA
"Atlanta",2021-06-13,68,22.12,24.47,24.32,NA,NA
"Atlanta",2021-06-20,69,20.81,22.12,24.47,NA,NA
"Atlanta",2021-06-27,70,19.03,20.81,22.12,NA,NA
"Atlanta",2021-07-04,71,31.64,19.03,20.81,NA,NA
"Atlanta",2021-07-11,72,52.82,31.64,19.03,NA,NA
"Atlanta",2021-07-18,73,98.32,52.82,31.64,NA,NA
"Atlanta",2021-07-25,74,168.54,98.32,52.82,NA,NA
"Atlanta",2021-08-01,75,242.62,168.54,98.32,NA,NA
"Atlanta",2021-08-08,76,302.67,242.62,168.54,NA,NA
"Atlanta",2021-08-15,77,394.94,302.67,242.62,NA,NA
"Atlanta",2021-08-22,78,433.66,394.94,302.67,NA,NA
"Atlanta",2021-08-29,79,446.94,433.66,394.94,NA,NA
"Atlanta",2021-09-05,80,386.34,446.94,433.66,NA,NA
"Atlanta",2021-09-12,81,328.49,386.34,446.94,NA,NA
"Atlanta",2021-09-19,82,293.45,328.49,386.34,NA,NA
"Atlanta",2021-09-26,83,210.27,293.45,328.49,NA,NA
"Atlanta",2021-10-03,84,195.76,210.27,293.45,NA,NA
"Atlanta",2021-10-10,85,119.92,195.76,210.27,NA,NA
"Atlanta",2021-10-17,86,84.18,119.92,195.76,NA,NA
"Atlanta",2021-10-24,87,85.56,84.18,119.92,NA,NA
"Atlanta",2021-10-31,88,69.65,85.56,84.18,NA,NA
"Atlanta",2021-11-07,89,67.25,69.65,85.56,NA,NA
"Atlanta",2021-11-14,90,80.61,67.25,69.65,NA,NA
"Atlanta",2021-11-21,91,50.17,80.61,67.25,NA,NA
"Atlanta",2021-11-28,92,101.78,50.17,80.61,NA,NA
"Atlanta",2021-12-05,93,110.4,101.78,50.17,NA,NA
"Atlanta",2021-12-12,94,149.51,110.4,101.78,NA,NA
"Atlanta",2021-12-19,95,555.88,149.51,110.4,NA,NA
"Atlanta",2021-12-26,96,1242.18,555.88,149.51,NA,NA
"Atlanta",2022-01-02,97,936.7,1242.18,555.88,NA,NA
"Atlanta",2022-01-09,98,1584.74,936.7,1242.18,NA,NA
"Baltimore",2020-03-01,1,0.12,NA,NA,NA,NA
"Baltimore",2020-03-08,2,0.3,0.12,NA,NA,NA
"Baltimore",2020-03-15,3,2.53,0.3,0.12,4,NA
"Baltimore",2020-03-22,4,15.73,2.53,0.3,4,4
"Baltimore",2020-03-29,5,34.79,15.73,2.53,3,4
"Baltimore",2020-04-05,6,62.58,34.79,15.73,2,3
"Baltimore",2020-04-12,7,66.36,62.58,34.79,4,2
"Baltimore",2020-04-19,8,69.79,66.36,62.58,4,4
"Baltimore",2020-04-26,9,79.03,69.79,66.36,2,4
"Baltimore",2020-05-03,10,87.73,79.03,69.79,5,2
"Baltimore",2020-05-10,11,76.5,87.73,79.03,5,5
"Baltimore",2020-05-17,12,96.94,76.5,87.73,4,5
"Baltimore",2020-05-24,13,89.48,96.94,76.5,10,4
"Baltimore",2020-05-31,14,76.5,89.48,96.94,6,10
"Baltimore",2020-06-07,15,56.98,76.5,89.48,5,6
"Baltimore",2020-06-14,16,44.53,56.98,76.5,6,5
"Baltimore",2020-06-21,17,38.03,44.53,56.98,12,6
"Baltimore",2020-06-28,18,50.95,38.03,44.53,30,12
"Baltimore",2020-07-05,19,54.62,50.95,38.03,35,30
"Baltimore",2020-07-12,20,93.59,54.62,50.95,30,35
"Baltimore",2020-07-19,21,116.31,93.59,54.62,22,30
"Baltimore",2020-07-26,22,125.38,116.31,93.59,43,22
"Baltimore",2020-08-02,23,106.07,125.38,116.31,31,43
"Baltimore",2020-08-09,24,93.26,106.07,125.38,30,31
"Baltimore",2020-08-16,25,70.93,93.26,106.07,23,30
"Baltimore",2020-08-23,26,67.97,70.93,93.26,17,23
"Baltimore",2020-08-30,27,75.53,67.97,70.93,30,17
"Baltimore",2020-09-06,28,64.9,75.53,67.97,21,30
"Baltimore",2020-09-13,29,57.87,64.9,75.53,21,21
"Baltimore",2020-09-20,30,48.17,57.87,64.9,11,21
"Baltimore",2020-09-27,31,60.08,48.17,57.87,23,11
"Baltimore",2020-10-04,32,67.43,60.08,48.17,26,23
"Baltimore",2020-10-11,33,66.65,67.43,60.08,42,26
"Baltimore",2020-10-18,34,71.11,66.65,67.43,32,42
"Baltimore",2020-10-25,35,94.76,71.11,66.65,30,32
"Baltimore",2020-11-01,36,138.72,94.76,71.11,34,30
"Baltimore",2020-11-08,37,194.88,138.72,94.76,63,34
"Baltimore",2020-11-15,38,275.8,194.88,138.72,100,63
"Baltimore",2020-11-22,39,231.88,275.8,194.88,89,100
"Baltimore",2020-11-29,40,267.84,231.88,275.8,56,89
"Baltimore",2020-12-06,41,293.28,267.84,231.88,62,56
"Baltimore",2020-12-13,42,237.69,293.28,267.84,65,62
"Baltimore",2020-12-20,43,240.69,237.69,293.28,63,65
"Baltimore",2020-12-27,44,260.67,240.69,237.69,58,63
"Baltimore",2021-01-03,45,304.63,260.67,240.69,58,58
"Baltimore",2021-01-10,46,296.85,304.63,260.67,36,58
"Baltimore",2021-01-17,47,224.49,296.85,304.63,31,36
"Baltimore",2021-01-24,48,198.8,224.49,296.85,31,31
"Baltimore",2021-01-31,49,139.93,198.8,224.49,28,31
"Baltimore",2021-02-07,50,124.63,139.93,198.8,14,28
"Baltimore",2021-02-14,51,87.7,124.63,139.93,17,14
"Baltimore",2021-02-21,52,88.3,87.7,124.63,22,17
"Baltimore",2021-02-28,53,95.08,88.3,87.7,18,22
"Baltimore",2021-03-07,54,115.78,95.08,88.3,11,18
"Baltimore",2021-03-14,55,125.02,115.78,95.08,NA,11
"Baltimore",2021-03-21,56,157.74,125.02,115.78,NA,NA
"Baltimore",2021-03-28,57,194.95,157.74,125.02,NA,NA
"Baltimore",2021-04-04,58,213.47,194.95,157.74,NA,NA
"Baltimore",2021-04-11,59,214.46,213.47,194.95,NA,NA
"Baltimore",2021-04-18,60,165.59,214.46,213.47,NA,NA
"Baltimore",2021-04-25,61,122.91,165.59,214.46,NA,NA
"Baltimore",2021-05-02,62,88.09,122.91,165.59,NA,NA
"Baltimore",2021-05-09,63,55.23,88.09,122.91,NA,NA
"Baltimore",2021-05-16,64,46.2,55.23,88.09,NA,NA
"Baltimore",2021-05-23,65,25.22,46.2,55.23,NA,NA
"Baltimore",2021-05-30,66,14.09,25.22,46.2,NA,NA
"Baltimore",2021-06-06,67,11.13,14.09,25.22,NA,NA
"Baltimore",2021-06-13,68,8.21,11.13,14.09,NA,NA
"Baltimore",2021-06-20,69,6.64,8.21,11.13,NA,NA
"Baltimore",2021-06-27,70,5.96,6.64,8.21,NA,NA
"Baltimore",2021-07-04,71,8.78,5.96,6.64,NA,NA
"Baltimore",2021-07-11,72,12.84,8.78,5.96,NA,NA
"Baltimore",2021-07-18,73,23.76,12.84,8.78,NA,NA
"Baltimore",2021-07-25,74,44.78,23.76,12.84,NA,NA
"Baltimore",2021-08-01,75,64.51,44.78,23.76,NA,NA
"Baltimore",2021-08-08,76,79.53,64.51,44.78,NA,NA
"Baltimore",2021-08-15,77,92.91,79.53,64.51,NA,NA
"Baltimore",2021-08-22,78,113.03,92.91,79.53,NA,NA
"Baltimore",2021-08-29,79,114.56,113.03,92.91,NA,NA
"Baltimore",2021-09-05,80,98.44,114.56,113.03,NA,NA
"Baltimore",2021-09-12,81,115.28,98.44,114.56,NA,NA
"Baltimore",2021-09-19,82,120.45,115.28,98.44,NA,NA
"Baltimore",2021-09-26,83,125.73,120.45,115.28,NA,NA
"Baltimore",2021-10-03,84,118.99,125.73,120.45,NA,NA
"Baltimore",2021-10-10,85,97.08,118.99,125.73,NA,NA
"Baltimore",2021-10-17,86,85.84,97.08,118.99,NA,NA
"Baltimore",2021-10-24,87,77.71,85.84,97.08,NA,NA
"Baltimore",2021-10-31,88,76.67,77.71,85.84,NA,NA
"Baltimore",2021-11-07,89,90.37,76.67,77.71,NA,NA
"Baltimore",2021-11-14,90,108.89,90.37,76.67,NA,NA
"Baltimore",2021-11-21,91,108.39,108.89,90.37,NA,NA
"Baltimore",2021-11-28,92,158.27,108.39,108.89,NA,NA
"Baltimore",2021-12-05,93,0.12,158.27,108.39,NA,NA
"Baltimore",2021-12-12,94,0.12,0.12,158.27,NA,NA
"Baltimore",2021-12-19,95,0.12,0.12,0.12,NA,NA
"Baltimore",2021-12-26,96,1752.5,0.12,0.12,NA,NA
"Baltimore",2022-01-02,97,1702.8,1752.5,0.12,NA,NA
"Baltimore",2022-01-09,98,1087.06,1702.8,1752.5,NA,NA
"Boston",2020-03-01,1,0.29,NA,NA,NA,NA
"Boston",2020-03-08,2,2.39,0.29,NA,NA,NA
"Boston",2020-03-15,3,6.4,2.39,0.29,3,NA
"Boston",2020-03-22,4,52.86,6.4,2.39,1,3
"Boston",2020-03-29,5,115.6,52.86,6.4,1,1
"Boston",2020-04-05,6,176.89,115.6,52.86,4,1
"Boston",2020-04-12,7,216.33,176.89,115.6,1,4
"Boston",2020-04-19,8,269.75,216.33,176.89,2,1
"Boston",2020-04-26,9,197.66,269.75,216.33,4,2
"Boston",2020-05-03,10,151.71,197.66,269.75,7,4
"Boston",2020-05-10,11,108.45,151.71,197.66,8,7
"Boston",2020-05-17,12,88.24,108.45,151.71,6,8
"Boston",2020-05-24,13,60.02,88.24,108.45,6,6
"Boston",2020-05-31,14,102.81,60.02,88.24,5,6
"Boston",2020-06-07,15,31.85,102.81,60.02,7,5
"Boston",2020-06-14,16,22.7,31.85,102.81,5,7
"Boston",2020-06-21,17,21.18,22.7,31.85,10,5
"Boston",2020-06-28,18,18.69,21.18,22.7,18,10
"Boston",2020-07-05,19,22.94,18.69,21.18,21,18
"Boston",2020-07-12,20,25.36,22.94,18.69,21,21
"Boston",2020-07-19,21,27.35,25.36,22.94,17,21
"Boston",2020-07-26,22,40.3,27.35,25.36,21,17
"Boston",2020-08-02,23,41.58,40.3,27.35,30,21
"Boston",2020-08-09,24,16.21,41.58,40.3,24,30
"Boston",2020-08-16,25,41.8,16.21,41.58,21,24
"Boston",2020-08-23,26,38.83,41.8,16.21,16,21
"Boston",2020-08-30,27,26.93,38.83,41.8,20,16
"Boston",2020-09-06,28,36.12,26.93,38.83,24,20
"Boston",2020-09-13,29,39.05,36.12,26.93,18,24
"Boston",2020-09-20,30,42.75,39.05,36.12,27,18
"Boston",2020-09-27,31,61.65,42.75,39.05,27,27
"Boston",2020-10-04,32,58.53,61.65,42.75,38,27
"Boston",2020-10-11,33,68.62,58.53,61.65,31,38
"Boston",2020-10-18,34,91.05,68.62,58.53,39,31
"Boston",2020-10-25,35,117.38,91.05,68.62,46,39
"Boston",2020-11-01,36,145.23,117.38,91.05,45,46
"Boston",2020-11-08,37,205.81,145.23,117.38,66,45
"Boston",2020-11-15,38,228.13,205.81,145.23,100,66
"Boston",2020-11-22,39,239.43,228.13,205.81,78,100
"Boston",2020-11-29,40,402.97,239.43,228.13,83,78
"Boston",2020-12-06,41,465.24,402.97,239.43,71,83
"Boston",2020-12-13,42,474.14,465.24,402.97,70,71
"Boston",2020-12-20,43,406.45,474.14,465.24,66,70
"Boston",2020-12-27,44,453.75,406.45,474.14,76,66
"Boston",2021-01-03,45,560.13,453.75,406.45,61,76
"Boston",2021-01-10,46,502.46,560.13,453.75,47,61
"Boston",2021-01-17,47,397.39,502.46,560.13,26,47
"Boston",2021-01-24,48,330.86,397.39,502.46,26,26
"Boston",2021-01-31,49,240.9,330.86,397.39,25,26
"Boston",2021-02-07,50,198.46,240.9,330.86,22,25
"Boston",2021-02-14,51,163.59,198.46,240.9,21,22
"Boston",2021-02-21,52,154.09,163.59,198.46,25,21
"Boston",2021-02-28,53,126.98,154.09,163.59,31,25
"Boston",2021-03-07,54,136.61,126.98,154.09,32,31
"Boston",2021-03-14,55,163.7,136.61,126.98,NA,32
"Boston",2021-03-21,56,188.26,163.7,136.61,NA,NA
"Boston",2021-03-28,57,203.06,188.26,163.7,NA,NA
"Boston",2021-04-04,58,196.14,203.06,188.26,NA,NA
"Boston",2021-04-11,59,174.76,196.14,203.06,NA,NA
"Boston",2021-04-18,60,127.42,174.76,196.14,NA,NA
"Boston",2021-04-25,61,107.72,127.42,174.76,NA,NA
"Boston",2021-05-02,62,76.48,107.72,127.42,NA,NA
"Boston",2021-05-09,63,53.56,76.48,107.72,NA,NA
"Boston",2021-05-16,64,40.16,53.56,76.48,NA,NA
"Boston",2021-05-23,65,26.57,40.16,53.56,NA,NA
"Boston",2021-05-30,66,15.07,26.57,40.16,NA,NA
"Boston",2021-06-06,67,10.55,15.07,26.57,NA,NA
"Boston",2021-06-13,68,7.7,10.55,15.07,NA,NA
"Boston",2021-06-20,69,7.51,7.7,10.55,NA,NA
"Boston",2021-06-27,70,6.08,7.51,7.7,NA,NA
"Boston",2021-07-04,71,8.32,6.08,7.51,NA,NA
"Boston",2021-07-11,72,16.93,8.32,6.08,NA,NA
"Boston",2021-07-18,73,33.39,16.93,8.32,NA,NA
"Boston",2021-07-25,74,55.45,33.39,16.93,NA,NA
"Boston",2021-08-01,75,81.12,55.45,33.39,NA,NA
"Boston",2021-08-08,76,103.08,81.12,55.45,NA,NA
"Boston",2021-08-15,77,112.35,103.08,81.12,NA,NA
"Boston",2021-08-22,78,127.64,112.35,103.08,NA,NA
"Boston",2021-08-29,79,139.63,127.64,112.35,NA,NA
"Boston",2021-09-05,80,132.13,139.63,127.64,NA,NA
"Boston",2021-09-12,81,161.09,132.13,139.63,NA,NA
"Boston",2021-09-19,82,141.55,161.09,132.13,NA,NA
"Boston",2021-09-26,83,130.12,141.55,161.09,NA,NA
"Boston",2021-10-03,84,122.72,130.12,141.55,NA,NA
"Boston",2021-10-10,85,121.61,122.72,130.12,NA,NA
"Boston",2021-10-17,86,122.61,121.61,122.72,NA,NA
"Boston",2021-10-24,87,105.56,122.61,121.61,NA,NA
"Boston",2021-10-31,88,148.47,105.56,122.61,NA,NA
"Boston",2021-11-07,89,163.17,148.47,105.56,NA,NA
"Boston",2021-11-14,90,226.25,163.17,148.47,NA,NA
"Boston",2021-11-21,91,232.74,226.25,163.17,NA,NA
"Boston",2021-11-28,92,342.19,232.74,226.25,NA,NA
"Boston",2021-12-05,93,423.72,342.19,232.74,NA,NA
"Boston",2021-12-12,94,449.68,423.72,342.19,NA,NA
"Boston",2021-12-19,95,665.25,449.68,423.72,NA,NA
"Boston",2021-12-26,96,1155.55,665.25,449.68,NA,NA
"Boston",2022-01-02,97,1820.99,1155.55,665.25,NA,NA
"Boston",2022-01-09,98,1864.18,1820.99,1155.55,NA,NA
"Charlotte",2020-03-01,1,0.13,NA,NA,NA,NA
"Charlotte",2020-03-08,2,0.28,0.13,NA,NA,NA
"Charlotte",2020-03-15,3,1.84,0.28,0.13,2,NA
"Charlotte",2020-03-22,4,14.77,1.84,0.28,0,2
"Charlotte",2020-03-29,5,22.58,14.77,1.84,5,0
"Charlotte",2020-04-05,6,22.42,22.58,14.77,5,5
"Charlotte",2020-04-12,7,22.01,22.42,22.58,4,5
"Charlotte",2020-04-19,8,22.12,22.01,22.42,2,4
"Charlotte",2020-04-26,9,20.08,22.12,22.01,2,2
"Charlotte",2020-05-03,10,22.88,20.08,22.12,7,2
"Charlotte",2020-05-10,11,27.88,22.88,20.08,6,7
"Charlotte",2020-05-17,12,36.82,27.88,22.88,11,6
"Charlotte",2020-05-24,13,45.83,36.82,27.88,10,11
"Charlotte",2020-05-31,14,75.3,45.83,36.82,11,10
"Charlotte",2020-06-07,15,88.83,75.3,45.83,10,11
"Charlotte",2020-06-14,16,105.19,88.83,75.3,23,10
"Charlotte",2020-06-21,17,123.67,105.19,88.83,30,23
"Charlotte",2020-06-28,18,159.43,123.67,105.19,51,30
"Charlotte",2020-07-05,19,158.6,159.43,123.67,31,51
"Charlotte",2020-07-12,20,179.89,158.6,159.43,21,31
"Charlotte",2020-07-19,21,162.01,179.89,158.6,24,21
"Charlotte",2020-07-26,22,136.02,162.01,179.89,25,24
"Charlotte",2020-08-02,23,126.21,136.02,162.01,16,25
"Charlotte",2020-08-09,24,99.62,126.21,136.02,18,16
"Charlotte",2020-08-16,25,102.23,99.62,126.21,13,18
"Charlotte",2020-08-23,26,104.89,102.23,99.62,23,13
"Charlotte",2020-08-30,27,96.82,104.89,102.23,16,23
"Charlotte",2020-09-06,28,85.15,96.82,104.89,13,16
"Charlotte",2020-09-13,29,84.32,85.15,96.82,31,13
"Charlotte",2020-09-20,30,110.95,84.32,85.15,15,31
"Charlotte",2020-09-27,31,98.52,110.95,84.32,48,15
"Charlotte",2020-10-04,32,103.11,98.52,110.95,53,48
"Charlotte",2020-10-11,33,117.92,103.11,98.52,36,53
"Charlotte",2020-10-18,34,132.54,117.92,103.11,39,36
"Charlotte",2020-10-25,35,149.43,132.54,117.92,34,39
